net,length_um
fetch.bht.bhtTable_target_pc\[5\]\[25\],9.36
net1529,9.36
net1712,9.36
net2582,9.36
fetch.bht.bhtTable_tag\[11\]\[15\],9.34
fetch.bht.bhtTable_target_pc\[15\]\[17\],9.34
net2716,9.34
_02575_,9.325
_10754_,9.32
_10776_,9.32
fetch.bht.bhtTable_target_pc\[4\]\[14\],9.32
net334,9.32
net853,9.32
net1080,9.32
net2741,9.32
fetch.bht.bhtTable_target_pc\[6\]\[22\],9.31
_05463_,9.3
_06743_,9.3
_07079_,9.3
_08421_,9.3
_09141_,9.3
io_memory_address[7],9.3
_12279_,9.29
_03942_,9.28
_06928_,9.28
_07722_,9.28
_10658_,9.28
_10676_,9.28
_10858_,9.28
decode.io_id_pc\[17\],9.28
fetch.bht.bhtTable_tag\[3\]\[7\],9.28
fetch.bht.bhtTable_tag\[8\]\[18\],9.28
fetch.bht.bhtTable_target_pc\[12\]\[27\],9.28
_02239_,9.26
_09718_,9.26
net630,9.26
_10548_,9.25
_02336_,9.245
_06448_,9.24
_07500_,9.24
_08011_,9.24
_09800_,9.24
_13092_,9.24
fetch.bht.bhtTable_target_pc\[11\]\[22\],9.24
net2765,9.24
_04603_,9.22
_05457_,9.22
decode.regfile.registers_23\[14\],9.22
_01332_,9.205
_02490_,9.205
_01235_,9.2
_03576_,9.2
fetch.bht.bhtTable_target_pc\[12\]\[19\],9.2
fetch.bht.bhtTable_target_pc\[15\]\[29\],9.2
net1650,9.2
_01723_,9.185
_02647_,9.185
_02920_,9.185
_05321_,9.18
_10752_,9.18
fetch.bht.bhtTable_valid\[13\],9.18
io_memory_read_data[28],9.18
_02107_,9.16
_04781_,9.16
_11791_,9.16
fetch.bht.bhtTable_tag\[15\]\[25\],9.16
net2232,9.16
net2305,9.16
fetch.bht.bhtTable_target_pc\[14\]\[8\],9.15
fetch.bht.bhtTable_target_pc\[10\]\[20\],9.145
_05282_,9.14
_06357_,9.14
net1113,9.14
net2689,9.14
fetch.bht.bhtTable_tag\[6\]\[8\],9.13
_07487_,9.12
_09366_,9.12
_01346_,9.105
_10845_,9.1
fetch.bht.bhtTable_tag\[15\]\[8\],9.1
fetch.bht.bhtTable_tag\[7\]\[25\],9.1
io_memory_address[0],9.09
_03034_,9.08
_03466_,9.08
_03874_,9.08
_04379_,9.08
_07252_,9.08
_07796_,9.08
_09532_,9.08
_10044_,9.08
_10801_,9.08
_11068_,9.08
_12123_,9.08
decode.regfile.registers_29\[3\],9.08
net2395,9.08
net893,9.07
_05700_,9.065
_01249_,9.06
_02983_,9.06
_03253_,9.06
_04162_,9.06
_04347_,9.06
_05304_,9.06
_05519_,9.06
_08131_,9.06
_11351_,9.06
_13396_,9.06
decode.regfile.registers_30\[26\],9.06
execute.csr_write_address_out_reg\[5\],9.06
fetch.bht.bhtTable_tag\[13\]\[9\],9.06
fetch.bht.bhtTable_target_pc\[9\]\[8\],9.06
net424,9.06
net642,9.06
net2274,9.06
net2392,9.06
net2420,9.06
net2740,9.06
fetch.bht.bhtTable_target_pc\[14\]\[0\],9.05
_03650_,9.04
_03680_,9.04
_05112_,9.04
_05371_,9.04
csr.io_mem_pc\[9\],9.04
decode.id_ex_pc_reg\[15\],9.04
fetch.bht.bhtTable_tag\[14\]\[7\],9.04
net549,9.04
net1913,9.04
_00450_,9.025
_05108_,9.02
_05751_,9.02
_06390_,9.02
_07720_,9.02
_08871_,9.02
_09165_,9.02
_09674_,9.02
_09814_,9.02
_10497_,9.02
_11663_,9.02
_13032_,9.02
_13307_,9.02
execute.csr_write_data_out_reg\[22\],9.02
fetch.bht.bhtTable_tag\[0\]\[15\],9.02
fetch.bht.bhtTable_tag\[4\]\[4\],9.02
fetch.bht.bhtTable_target_pc\[11\]\[13\],9.02
fetch.bht.bhtTable_target_pc\[9\]\[15\],9.02
net555,9.02
net1030,9.02
_00495_,9.005
_05327_,9
_05553_,9
_10904_,9
_12840_,9
fetch.bht.bhtTable_tag\[1\]\[21\],9
fetch.bht.bhtTable_tag\[3\]\[17\],9
fetch.bht.bhtTable_target_pc\[3\]\[26\],9
_01494_,8.985
_07051_,8.98
_07476_,8.98
_08499_,8.98
_10469_,8.98
_10802_,8.98
_11961_,8.98
decode.id_ex_pc_reg\[7\],8.98
execute.csr_write_data_out_reg\[20\],8.98
execute.io_wfi_out,8.98
fetch.bht.bhtTable_target_pc\[11\]\[14\],8.98
fetch.bht.bhtTable_target_pc\[11\]\[6\],8.98
fetch.bht.bhtTable_target_pc\[5\]\[31\],8.98
memory.csr_read_data_out_reg\[10\],8.98
net251,8.98
net1477,8.98
_06822_,8.975
_02020_,8.965
_05544_,8.96
_05707_,8.96
_05756_,8.96
_07869_,8.96
decode.id_ex_pcsel_reg,8.96
io_memory_address[15],8.96
io_memory_address[5],8.96
net2733,8.96
_00130_,8.945
_02101_,8.945
_02412_,8.945
_02417_,8.945
_02493_,8.945
_04580_,8.94
_05718_,8.94
_06500_,8.94
_07815_,8.94
_08002_,8.94
_08606_,8.94
_09284_,8.94
_13453_,8.94
fetch.bht.bhtTable_target_pc\[15\]\[28\],8.94
io_fetch_address[3],8.94
net602,8.94
net757,8.94
net1004,8.94
net1499,8.94
net1709,8.94
net2128,8.94
net2338,8.94
net2462,8.94
net2690,8.94
csr.mscratch\[13\],8.935
fetch.bht.bhtTable_tag\[10\]\[11\],8.93
_02825_,8.925
_04996_,8.92
_05122_,8.92
_05285_,8.92
_05674_,8.92
_09077_,8.92
_12200_,8.92
net398,8.92
_09247_,8.915
_04309_,8.9
_05393_,8.9
_06223_,8.9
_08210_,8.9
_08547_,8.9
_09338_,8.9
_11003_,8.9
decode.regfile.registers_31\[14\],8.9
fetch.bht.bhtTable_tag\[3\]\[10\],8.9
fetch.bht.bhtTable_tag\[6\]\[21\],8.9
fetch.bht.bhtTable_target_pc\[0\]\[26\],8.9
memory.io_wb_reg_pc\[25\],8.9
_09212_,8.88
_09863_,8.88
_10818_,8.88
_11625_,8.88
_12082_,8.88
fetch.bht.bhtTable_target_pc\[2\]\[13\],8.88
_01693_,8.865
_05447_,8.86
_05694_,8.86
_07502_,8.86
_07850_,8.86
_07974_,8.86
_08363_,8.86
_08753_,8.86
_08919_,8.86
_09352_,8.86
_12391_,8.86
_12624_,8.86
_00361_,8.84
_11515_,8.84
decode.regfile.registers_27\[7\],8.84
io_memory_address[25],8.84
_06328_,8.835
_03114_,8.82
_03552_,8.82
_04662_,8.82
_09070_,8.82
_09180_,8.82
_09727_,8.82
_12444_,8.82
csr.mscratch\[26\],8.82
fetch.bht.bhtTable_tag\[11\]\[12\],8.82
fetch.bht.bhtTable_target_pc\[13\]\[7\],8.82
net1474,8.82
net1587,8.82
net2626,8.82
_09047_,8.8
_04798_,8.795
_05838_,8.79
fetch.bht.bhtTable_tag\[10\]\[3\],8.785
_04629_,8.78
_05235_,8.78
_06856_,8.78
_09618_,8.78
fetch.bht.bhtTable_tag\[0\]\[24\],8.78
fetch.bht.bhtTable_tag\[0\]\[8\],8.78
fetch.bht.bhtTable_tag\[8\]\[25\],8.78
fetch.bht.bhtTable_target_pc\[0\]\[3\],8.78
fetch.bht.bhtTable_target_pc\[13\]\[0\],8.78
fetch.bht.bhtTable_target_pc\[5\]\[13\],8.78
fetch.bht.bhtTable_target_pc\[9\]\[19\],8.78
net1761,8.78
_00283_,8.765
_01822_,8.765
_08678_,8.765
net882,8.765
_01098_,8.76
fetch.btb.btbTable\[2\]\[0\],8.75
_00087_,8.745
_02642_,8.745
_03002_,8.74
_03153_,8.74
_06148_,8.74
_07514_,8.74
_02592_,8.725
_09220_,8.72
_13386_,8.72
io_memory_read_data[24],8.72
io_memory_read_data[29],8.72
io_memory_read_data[30],8.72
net2098,8.72
net2547,8.71
_00034_,8.705
_05067_,8.7
_05172_,8.7
_05635_,8.7
_06387_,8.7
_06762_,8.7
_09207_,8.7
_10698_,8.7
fetch.bht.bhtTable_target_pc\[11\]\[2\],8.7
fetch.bht.bhtTable_target_pc\[15\]\[19\],8.7
net1315,8.7
net1710,8.7
net1911,8.7
_00792_,8.695
_09626_,8.69
io_fetch_data[10],8.69
_00666_,8.685
_01207_,8.685
fetch.bht.bhtTable_target_pc\[14\]\[27\],8.685
fetch.bht.bhtTable_target_pc\[14\]\[9\],8.685
fetch.bht.bhtTable_target_pc\[2\]\[5\],8.685
_04067_,8.68
_04591_,8.68
_02918_,8.665
_05386_,8.66
_06888_,8.66
_10110_,8.66
csr.mscratch\[12\],8.66
fetch.bht.bhtTable_tag\[12\]\[1\],8.66
fetch.bht.bhtTable_tag\[3\]\[24\],8.66
fetch.bht.bhtTable_target_pc\[7\]\[0\],8.66
fetch.bht.bhtTable_target_pc\[8\]\[11\],8.66
net276,8.66
net948,8.66
net1689,8.66
_02151_,8.645
_03016_,8.64
_08726_,8.64
net383,8.64
io_memory_read,8.63
_02590_,8.625
_00680_,8.62
_04113_,8.62
_04747_,8.62
_05119_,8.62
_05366_,8.62
net835,8.62
net2155,8.62
net2211,8.62
_00312_,8.605
_01291_,8.6
_03175_,8.6
_04494_,8.6
_04820_,8.6
_07044_,8.6
_07520_,8.6
_09151_,8.6
decode.regfile.registers_30\[9\],8.6
net1573,8.6
net2203,8.6
net2647,8.6
_04639_,8.58
_05080_,8.58
_06242_,8.58
_08677_,8.58
_09864_,8.58
fetch.bht.bhtTable_tag\[10\]\[0\],8.58
net1014,8.58
net2034,8.58
_03820_,8.56
_04735_,8.56
_05567_,8.56
_07739_,8.56
_07793_,8.56
_08774_,8.56
_09344_,8.56
_10173_,8.56
_10362_,8.56
_11668_,8.56
fetch.bht.bhtTable_valid\[2\],8.56
net230,8.56
net982,8.56
net1866,8.56
net2299,8.56
net2688,8.56
fetch.bht.bhtTable_tag\[2\]\[9\],8.55
_00529_,8.545
_04043_,8.54
_10125_,8.54
_10565_,8.54
_10887_,8.54
_00494_,8.525
_00837_,8.525
_01274_,8.525
_01308_,8.525
_01499_,8.525
_02195_,8.525
_04159_,8.52
_04497_,8.52
_06131_,8.52
_06829_,8.52
_08231_,8.52
_08657_,8.52
_09497_,8.52
_09681_,8.52
_10898_,8.52
_11488_,8.52
_11651_,8.52
_11688_,8.52
fetch.bht.bhtTable_tag\[8\]\[3\],8.52
_03415_,8.5
_05289_,8.5
_05337_,8.5
_06883_,8.5
_07924_,8.5
fetch.bht.bhtTable_tag\[2\]\[3\],8.5
net268,8.5
net2295,8.5
_00976_,8.485
_01645_,8.485
_01722_,8.485
_02434_,8.485
_02465_,8.485
_05276_,8.48
_05460_,8.48
_06207_,8.48
_06831_,8.48
_06891_,8.48
_07444_,8.48
_08767_,8.48
_09322_,8.48
_12210_,8.48
_13431_,8.48
fetch.bht.bhtTable_target_pc\[15\]\[12\],8.48
net623,8.48
net762,8.48
net849,8.48
net1140,8.48
net1555,8.48
net1646,8.48
net2095,8.48
net2191,8.48
net2464,8.48
net2533,8.48
net2718,8.48
_00924_,8.465
_03826_,8.46
_04343_,8.46
_05311_,8.46
_12314_,8.46
memory.csr_read_data_out_reg\[11\],8.46
net1524,8.46
net2091,8.46
_05837_,8.45
fetch.btb.btbTable\[10\]\[0\],8.445
_03404_,8.44
_05325_,8.44
_06292_,8.44
_06917_,8.44
_08120_,8.44
_08335_,8.44
_08345_,8.44
_10055_,8.44
_12172_,8.44
net1092,8.44
net1218,8.44
net1608,8.44
net2411,8.44
net2744,8.44
_01137_,8.425
_05631_,8.42
_06451_,8.42
_08116_,8.42
_08171_,8.42
_13371_,8.42
fetch.bht.bhtTable_tag\[9\]\[12\],8.42
fetch.bht.bhtTable_target_pc\[15\]\[10\],8.42
_03886_,8.415
io_fetch_data[18],8.41
_03276_,8.4
_03457_,8.4
_04679_,8.4
_07440_,8.4
_08132_,8.4
_09262_,8.4
_09312_,8.4
_09473_,8.4
_09861_,8.4
_11937_,8.4
decode.control.io_funct3\[1\],8.4
fetch.bht.bhtTable_target_pc\[10\]\[18\],8.4
memory.io_wb_readdata\[15\],8.4
memory.io_wb_reg_pc\[17\],8.4
net240,8.4
net1686,8.4
_10687_,8.385
_05334_,8.38
_06663_,8.38
_06802_,8.38
io_memory_address[8],8.38
_00127_,8.365
_01979_,8.365
_02153_,8.365
_10392_,8.36
_11168_,8.36
decode.io_id_pc\[20\],8.36
net619,8.36
net1076,8.36
net1344,8.36
net2401,8.36
net2549,8.36
_13039_,8.345
_04433_,8.34
_05399_,8.34
_06828_,8.34
_07274_,8.34
_07614_,8.34
_08483_,8.34
_09683_,8.34
_09968_,8.34
fetch.bht.bhtTable_target_pc\[14\]\[19\],8.34
io_meip,8.34
net1359,8.34
net2148,8.34
net2784,8.34
fetch.bht.bhtTable_target_pc\[6\]\[26\],8.33
_04232_,8.32
_10089_,8.32
fetch.bht.bhtTable_tag\[0\]\[21\],8.32
fetch.bht.bhtTable_tag\[11\]\[18\],8.32
fetch.bht.bhtTable_tag\[1\]\[17\],8.32
fetch.bht.bhtTable_tag\[3\]\[13\],8.32
fetch.bht.bhtTable_tag\[5\]\[1\],8.32
fetch.bht.bhtTable_target_pc\[12\]\[11\],8.32
fetch.bht.bhtTable_target_pc\[12\]\[30\],8.32
fetch.bht.bhtTable_target_pc\[12\]\[8\],8.32
fetch.bht.bhtTable_target_pc\[13\]\[8\],8.32
fetch.bht.bhtTable_target_pc\[4\]\[17\],8.32
fetch.bht.bhtTable_target_pc\[4\]\[29\],8.32
fetch.bht.bhtTable_target_pc\[7\]\[20\],8.32
fetch.bht.bhtTable_target_pc\[8\]\[24\],8.32
_03832_,8.3
_04817_,8.3
_07766_,8.3
net310,8.3
_04910_,8.295
_06735_,8.28
_07431_,8.28
_10653_,8.28
net330,8.28
_02399_,8.265
_10049_,8.26
net2006,8.26
fetch.bht.bhtTable_target_pc\[2\]\[21\],8.245
_02710_,8.24
_03822_,8.24
_04928_,8.24
_05261_,8.24
_09161_,8.24
_09574_,8.24
fetch.bht.bhtTable_tag\[10\]\[12\],8.24
fetch.bht.bhtTable_tag\[12\]\[10\],8.24
net501,8.24
net889,8.24
net2475,8.24
_07709_,8.22
net1656,8.22
_05390_,8.2
_06400_,8.2
_07853_,8.2
_09280_,8.2
_09789_,8.2
_04841_,8.19
fetch.bht.bhtTable_tag\[10\]\[22\],8.185
_01129_,8.165
_04565_,8.16
_07534_,8.16
_09134_,8.16
_09187_,8.16
_09606_,8.16
_11425_,8.16
_02598_,8.155
_00141_,8.145
_03138_,8.14
_04581_,8.14
_04668_,8.14
_05986_,8.14
_06813_,8.14
_08974_,8.14
_09530_,8.14
_10549_,8.14
_13270_,8.14
fetch.bht.bhtTable_target_pc\[13\]\[21\],8.14
net231,8.14
net550,8.14
net625,8.14
net664,8.14
net774,8.14
net872,8.14
net1160,8.14
net1525,8.14
net1580,8.14
net1863,8.14
net1878,8.14
net2069,8.14
net2244,8.14
net2279,8.14
net2307,8.14
net2356,8.14
net2458,8.14
net2652,8.14
fetch.bht.bhtTable_tag\[2\]\[8\],8.13
fetch.bht.bhtTable_target_pc\[10\]\[6\],8.13
fetch.bht.bhtTable_target_pc\[14\]\[16\],8.13
fetch.bht.bhtTable_target_pc\[6\]\[16\],8.13
_03827_,8.12
_05105_,8.12
execute.io_mem_zero,8.12
fetch.bht.bhtTable_target_pc\[15\]\[27\],8.12
net649,8.12
net2714,8.12
_01414_,8.1
_05766_,8.1
_06234_,8.1
_06576_,8.1
_06843_,8.1
_07038_,8.1
_08346_,8.1
_08686_,8.1
_08856_,8.1
_09195_,8.1
_09244_,8.1
_09573_,8.1
_10466_,8.1
_12703_,8.1
decode.regfile.registers_31\[13\],8.1
execute.csr_write_address_out_reg\[8\],8.1
execute.csr_write_data_out_reg\[29\],8.1
fetch.bht.bhtTable_tag\[12\]\[8\],8.1
fetch.bht.bhtTable_tag\[15\]\[17\],8.1
fetch.bht.bhtTable_tag\[1\]\[22\],8.1
fetch.bht.bhtTable_target_pc\[11\]\[4\],8.1
fetch.bht.bhtTable_target_pc\[11\]\[7\],8.1
net2572,8.1
fetch.bht.bhtTable_tag\[10\]\[13\],8.09
fetch.bht.bhtTable_target_pc\[10\]\[26\],8.09
_00341_,8.085
_05979_,8.08
_08691_,8.08
_09463_,8.08
io_fetch_address[0],8.07
_00126_,8.065
_00546_,8.065
_01119_,8.065
_02607_,8.065
_02650_,8.065
_03468_,8.06
_04148_,8.06
_04737_,8.06
_04913_,8.06
_04989_,8.06
_05955_,8.06
_06974_,8.06
_07524_,8.06
_08040_,8.06
_08373_,8.06
_08559_,8.06
_10185_,8.06
_11163_,8.06
_12917_,8.06
fetch.bht.bhtTable_tag\[9\]\[11\],8.06
memory.csr_read_data_out_reg\[25\],8.06
_02380_,8.045
_03338_,8.04
_05145_,8.04
_05926_,8.04
_06077_,8.04
_07787_,8.04
_08861_,8.04
io_memory_address[22],8.04
_00919_,8.025
_00972_,8.025
_02409_,8.025
_02538_,8.025
_02604_,8.025
_02713_,8.025
_02897_,8.025
_03568_,8.02
_06088_,8.02
_06536_,8.02
_06659_,8.02
_07315_,8.02
_07967_,8.02
_08024_,8.02
_09116_,8.02
_09296_,8.02
_09786_,8.02
csr.mcycle\[22\],8.02
net577,8.02
net652,8.02
net670,8.02
net847,8.02
net1251,8.02
net1402,8.02
net1465,8.02
net1844,8.02
net2223,8.02
net2320,8.02
net2578,8.02
fetch.bht.bhtTable_tag\[10\]\[2\],8.01
io_fetch_data[6],8.01
io_fetch_data[8],8.01
_01033_,8.005
_03051_,8
_03589_,8
_03761_,8
_09615_,8
_11576_,8
fetch.bht.bhtTable_tag\[7\]\[0\],8
net558,8
_09334_,7.995
_00331_,7.985
_03520_,7.98
_05339_,7.98
_05368_,7.98
_06484_,7.98
_08274_,7.98
_08732_,7.98
_08993_,7.98
_09485_,7.98
_09996_,7.98
_10441_,7.98
_12661_,7.98
csr.mcycle\[19\],7.98
fetch.bht.bhtTable_tag\[12\]\[15\],7.98
fetch.bht.bhtTable_tag\[1\]\[2\],7.98
net960,7.98
net1204,7.98
net1417,7.98
_01946_,7.965
_06454_,7.96
_08094_,7.96
_08558_,7.96
_08560_,7.96
_10170_,7.96
io_fetch_data[27],7.95
_00758_,7.945
_02807_,7.945
_03036_,7.94
_03347_,7.94
_03577_,7.94
_03765_,7.94
_04455_,7.94
_05058_,7.94
_05550_,7.94
_05815_,7.94
_06581_,7.94
_07894_,7.94
_08222_,7.94
_08283_,7.94
_08306_,7.94
_09685_,7.94
_10256_,7.94
_10439_,7.94
_11459_,7.94
_11739_,7.94
_12556_,7.94
_12727_,7.94
memory.io_wb_readdata\[17\],7.94
_02608_,7.925
_02779_,7.925
_01288_,7.92
_07560_,7.92
_08740_,7.92
_10695_,7.92
net952,7.92
net2074,7.92
net694,7.91
_03351_,7.9
_03548_,7.9
_03671_,7.9
fetch.bht.bhtTable_tag\[5\]\[23\],7.9
fetch.bht.bhtTable_tag\[7\]\[19\],7.9
net1699,7.9
net1764,7.9
net2257,7.9
net2375,7.9
net2541,7.9
fetch.bht.bhtTable_target_pc\[14\]\[21\],7.89
_05258_,7.88
_05829_,7.88
_06245_,7.88
_08800_,7.88
_10413_,7.88
fetch.bht.bhtTable_target_pc\[15\]\[26\],7.88
net238,7.88
net915,7.88
net1614,7.88
_09138_,7.87
_02378_,7.865
fetch.bht.bhtTable_target_pc\[14\]\[25\],7.865
_08481_,7.86
fetch.bht.bhtTable_tag\[3\]\[18\],7.86
memory.io_wb_readdata\[23\],7.86
net660,7.86
net842,7.86
_00218_,7.845
_01358_,7.845
_02139_,7.845
_02216_,7.845
_02329_,7.845
_02494_,7.845
_02828_,7.845
_06753_,7.84
_06903_,7.84
net2476,7.84
net2776,7.84
_05013_,7.82
_06406_,7.82
fetch.bht.bhtTable_tag\[2\]\[15\],7.82
net1312,7.82
net2240,7.82
fetch.bht.bhtTable_tag\[15\]\[14\],7.81
_02377_,7.805
_02814_,7.805
_03878_,7.805
_01027_,7.8
_04544_,7.8
_11034_,7.8
_12693_,7.8
net306,7.8
_09745_,7.78
_12978_,7.78
fetch.bht.bhtTable_tag\[11\]\[3\],7.78
fetch.bht.bhtTable_target_pc\[13\]\[12\],7.78
net680,7.78
net750,7.78
net520,7.77
fetch.bht.bhtTable_tag\[10\]\[14\],7.765
fetch.bht.bhtTable_target_pc\[10\]\[30\],7.765
_03927_,7.76
_06492_,7.76
_09707_,7.76
_09927_,7.76
net2781,7.76
_01763_,7.745
_02041_,7.745
csr.io_csr_write_address\[5\],7.74
fetch.bht.bhtTable_tag\[6\]\[10\],7.74
fetch.bht.bhtTable_tag\[6\]\[24\],7.74
fetch.bht.bhtTable_target_pc\[12\]\[10\],7.74
fetch.bht.bhtTable_target_pc\[13\]\[24\],7.74
memory.io_wb_reg_pc\[23\],7.735
_04739_,7.71
_06738_,7.7
_06901_,7.7
_07167_,7.7
_09057_,7.7
_09813_,7.7
_10113_,7.7
_11669_,7.7
_13405_,7.7
net2551,7.7
_02982_,7.68
_03760_,7.68
_05738_,7.68
_07774_,7.68
_07857_,7.68
_08394_,7.68
_08498_,7.68
_08618_,7.68
_10176_,7.68
_11915_,7.68
execute.csr_write_data_out_reg\[13\],7.68
fetch.bht.bhtTable_target_pc\[12\]\[16\],7.68
net486,7.68
net627,7.68
net693,7.68
net739,7.68
net764,7.68
net1482,7.68
net1490,7.68
net1773,7.68
net1812,7.68
net2192,7.68
net2253,7.68
net2370,7.68
net2414,7.68
net2603,7.68
fetch.bht.bhtTable_target_pc\[14\]\[14\],7.67
io_memory_write,7.67
_04676_,7.66
_05157_,7.66
_05530_,7.66
_07897_,7.66
_12127_,7.66
net1658,7.66
net2637,7.66
fetch.bht.bhtTable_target_pc\[6\]\[28\],7.645
fetch.bht.bhtTable_target_pc\[6\]\[3\],7.645
_01140_,7.64
_03921_,7.64
_05152_,7.64
_06133_,7.64
_06294_,7.64
_07057_,7.64
_07171_,7.64
_08008_,7.64
_08237_,7.64
_08420_,7.64
_08768_,7.64
_09118_,7.64
_09196_,7.64
_10165_,7.64
_10222_,7.64
_11680_,7.64
_12051_,7.64
_12411_,7.64
_13052_,7.64
_13200_,7.64
fetch.bht.bhtTable_tag\[1\]\[1\],7.64
fetch.bht.bhtTable_tag\[3\]\[11\],7.64
fetch.bht.bhtTable_target_pc\[1\]\[5\],7.64
fetch.bht.bhtTable_target_pc\[4\]\[16\],7.64
fetch.bht.bhtTable_target_pc\[5\]\[17\],7.64
fetch.bht.bhtTable_target_pc\[5\]\[9\],7.64
fetch.bht.bhtTable_target_pc\[6\]\[21\],7.64
fetch.btb.btbTable\[8\]\[0\],7.64
net522,7.64
net1406,7.64
net1824,7.64
_04090_,7.62
_10038_,7.62
_11473_,7.62
fetch.bht.bhtTable_tag\[1\]\[3\],7.62
net2384,7.62
_01745_,7.605
_01759_,7.605
_01968_,7.605
_02076_,7.605
_02118_,7.605
_02142_,7.605
_02330_,7.605
_02335_,7.605
_02458_,7.605
_02524_,7.605
_02589_,7.605
_02948_,7.605
_04313_,7.6
_05051_,7.6
_06139_,7.6
_06154_,7.6
_06987_,7.6
_07457_,7.6
_07989_,7.6
_08893_,7.6
_09716_,7.6
_09991_,7.6
_10622_,7.6
_11528_,7.6
decode.regfile.registers_30\[14\],7.6
fetch.bht.bhtTable_tag\[12\]\[20\],7.6
memory.io_wb_aluresult\[15\],7.6
memory.io_wb_reg_pc\[2\],7.6
net300,7.6
_00591_,7.58
_03437_,7.58
_05271_,7.58
_06089_,7.58
_06575_,7.58
_09192_,7.58
_09371_,7.58
_12879_,7.58
csr.mscratch\[11\],7.58
fetch.bht.bhtTable_target_pc\[14\]\[12\],7.58
io_memory_address[12],7.58
io_memory_address[18],7.58
io_memory_address[27],7.58
_01754_,7.565
_01908_,7.565
_02459_,7.565
_03063_,7.56
_03202_,7.56
_03584_,7.56
_04262_,7.56
_05827_,7.56
_06485_,7.56
_08045_,7.56
_09274_,7.56
_09354_,7.56
_09652_,7.56
_09696_,7.56
_10082_,7.56
_11405_,7.56
_12022_,7.56
_13089_,7.56
decode.id_ex_pc_reg\[2\],7.56
fetch.bht.bhtTable_tag\[3\]\[25\],7.56
net554,7.56
net615,7.56
net631,7.56
net738,7.56
net763,7.56
net809,7.56
net876,7.56
net931,7.56
net939,7.56
net1105,7.56
net1306,7.56
net1517,7.56
net1598,7.56
net1813,7.56
net1854,7.56
net2329,7.56
net2636,7.56
net2736,7.56
_02660_,7.555
fetch.bht.bhtTable_target_pc\[14\]\[11\],7.55
_04147_,7.54
_09625_,7.54
_10409_,7.54
_11525_,7.54
fetch.bht.bhtTable_target_pc\[11\]\[18\],7.54
_03910_,7.52
_05893_,7.52
_05922_,7.52
_06908_,7.52
_07858_,7.52
_07895_,7.52
_08019_,7.52
_08142_,7.52
_08197_,7.52
_08549_,7.52
_08866_,7.52
_09325_,7.52
_09554_,7.52
_13121_,7.52
_13177_,7.52
csr.io_interrupt,7.52
fetch.bht.bhtTable_tag\[14\]\[15\],7.52
fetch.bht.bhtTable_target_pc\[5\]\[14\],7.52
net373,7.52
net380,7.52
net507,7.52
net593,7.52
net865,7.52
net898,7.52
net1440,7.52
net1519,7.52
net2292,7.52
net2525,7.52
_03693_,7.5
_05828_,7.5
_06093_,7.5
_07945_,7.5
_08238_,7.5
_00080_,7.485
_03271_,7.48
_03994_,7.48
_04843_,7.48
_05165_,7.48
_05388_,7.48
_05543_,7.48
_06165_,7.48
_06682_,7.48
_07355_,7.48
_07912_,7.48
_08432_,7.48
_08845_,7.48
_09514_,7.48
decode.regfile.registers_31\[10\],7.48
memory.csr_read_data_out_reg\[21\],7.48
_13024_,7.47
_01041_,7.465
_00918_,7.46
_03245_,7.46
_07095_,7.46
_09126_,7.46
_13436_,7.46
_13495_,7.46
net1055,7.46
net1124,7.46
net1916,7.46
io_fetch_data[24],7.45
csr.mscratch\[8\],7.445
_03805_,7.44
_06180_,7.44
_08015_,7.44
_08080_,7.44
_09255_,7.44
_09323_,7.44
_10217_,7.44
_10851_,7.44
csr.mscratch\[10\],7.44
fetch.bht.bhtTable_tag\[15\]\[10\],7.44
fetch.bht.bhtTable_target_pc\[11\]\[28\],7.44
memory.csr_read_data_out_reg\[9\],7.44
net797,7.44
net1961,7.44
net1984,7.44
net2701,7.44
_09295_,7.435
_00887_,7.42
_10028_,7.42
net932,7.42
net1873,7.42
net2044,7.42
net2050,7.42
net2613,7.42
_02620_,7.405
_03269_,7.4
_04226_,7.4
_09575_,7.4
decode.id_ex_pc_reg\[3\],7.4
fetch.bht.bhtTable_target_pc\[3\]\[17\],7.4
fetch.bht.bhtTable_target_pc\[9\]\[16\],7.4
_13068_,7.395
_04708_,7.39
_00166_,7.385
_00219_,7.385
_00840_,7.385
_01276_,7.385
_02005_,7.385
_02454_,7.385
_02686_,7.385
_02707_,7.385
_02767_,7.385
_02775_,7.385
_07362_,7.38
_10457_,7.38
_06351_,7.36
_08760_,7.36
net780,7.36
net1724,7.36
net2047,7.36
_00097_,7.345
_00521_,7.345
_00660_,7.345
_01957_,7.345
_02103_,7.345
_02113_,7.345
_02116_,7.345
_02526_,7.345
_02947_,7.345
_07777_,7.34
net2216,7.34
fetch.bht.bhtTable_target_pc\[10\]\[25\],7.33
io_fetch_data[30],7.33
_05695_,7.32
_10354_,7.32
_10423_,7.32
_10446_,7.32
_10541_,7.32
fetch.bht.bhtTable_tag\[6\]\[25\],7.32
fetch.bht.bhtTable_target_pc\[15\]\[2\],7.32
fetch.bht.bhtTable_target_pc\[7\]\[23\],7.32
memory.csr_read_data_out_reg\[6\],7.32
net1977,7.32
_02830_,7.305
_09948_,7.3
_00797_,7.285
_02400_,7.285
_02556_,7.285
_05370_,7.28
_09461_,7.28
_09501_,7.28
_09764_,7.28
_13380_,7.28
fetch.bht.bhtTable_valid\[11\],7.28
net996,7.28
